date, pm25, pm10, o3, no2, so2, co
19/08/2020,44,22, , , , 
20/08/2020,37,20, , , , 
21/08/2020,56,26, , , , 
22/08/2020,62,26, , , , 
23/08/2020,66,40, , , , 
24/08/2020,82,35, , , , 
25/08/2020,69,18, , , , 
26/08/2020,51,25, , , , 
27/08/2020,61,27, , , , 
28/08/2020,65,38, , , , 
29/08/2020,85,32, , , , 
30/08/2020,77,32, , , , 
31/08/2020,77,39, , , , 
01/09/2020,78,21, , , , 
02/09/2020,58,23, , , , 
03/09/2020,56,20, , , , 
04/09/2020,57,16, , , , 
05/09/2020,62,24, , , , 
06/09/2020,64,30, , , , 
07/09/2020,74,34, , , , 
08/09/2020,85,33, , , , 
09/09/2020,82,39, , , , 
10/09/2020,86,43, , , , 
11/09/2020,122,30, , , , 
12/09/2020,99,24, , , , 
13/09/2020,77,25, , , , 
14/09/2020,75,31, , , , 
15/09/2020,83,33, , , , 
16/09/2020,85,31, , , , 
17/09/2020,82,29, , , , 
18/09/2020,70,21, , , , 
19/09/2020,84, , , , , 
20/09/2020,80,39, , , , 
21/09/2020,57,29, , , , 
22/09/2020,75,32, , , , 
23/09/2020,68,28, , , , 
24/09/2020,67,25, , , , 
25/09/2020,58,15, , , , 
26/09/2020,35,13, , , , 
27/09/2020,33,20, , , , 
28/09/2020,50,15, , , , 
29/09/2020,43,13, , , , 
30/09/2020,32,22, , , , 
01/04/2020,28,20, , , , 
02/04/2020,68,37, , , , 
03/04/2020,91,23, , , , 
04/04/2020,67,15, , , , 
05/04/2020,44,9, , , , 
06/04/2020,69,12, , , , 
07/04/2020,55,24, , , , 
08/04/2020,69,27, , , , 
09/04/2020,77,42, , , , 
10/04/2020,108,25, , , , 
11/04/2020,73,28, , , , 
12/04/2020,79,31, , , , 
13/04/2020,79,32, , , , 
14/04/2020,79,12, , , , 
15/04/2020,35,23, , , , 
16/04/2020,66,26, , , , 
17/04/2020,72,27, , , , 
18/04/2020,74,24, , , , 
19/04/2020,67,26, , , , 
20/04/2020,66,14, , , , 
21/04/2020,37,9, , , , 
22/04/2020,35,14, , , , 
23/04/2020,66,27, , , , 
24/04/2020,72,20, , , , 
25/04/2020,72,19, , , , 
26/04/2020,61,23, , , , 
27/04/2020,66,26, , , , 
28/04/2020,73,18, , , , 
29/04/2020,63,14, , , , 
30/04/2020,56,14, , , , 
01/05/2020,48,14, , , , 
02/05/2020,37,11, , , , 
03/05/2020,34,14, , , , 
04/05/2020,56,22, , , , 
05/05/2020,69,23, , , , 
06/05/2020,58,16, , , , 
07/05/2020,47,22, , , , 
08/05/2020,63,24, , , , 
09/05/2020,65,24, , , , 
10/05/2020,62,27, , , , 
11/05/2020,71,25, , , , 
12/05/2020,71,22, , , , 
13/05/2020,60,37, , , , 
14/05/2020,78,47, , , , 
15/05/2020,103,54, , , , 
16/05/2020,117,50, , , , 
17/05/2020,98,48, , , , 
18/05/2020,90,47, , , , 
19/05/2020,86,43, , , , 
20/05/2020,89,24, , , , 
21/05/2020,53,11, , , , 
22/05/2020,23,18, , , , 
23/05/2020,74,18, , , , 
24/05/2020,58,13, , , , 
25/05/2020,41,13, , , , 
26/05/2020,30,9, , , , 
27/05/2020,43,9, , , , 
28/05/2020,41,9, , , , 
29/05/2020,46,15, , , , 
30/05/2020,54,18, , , , 
31/05/2020,51,17, , , , 
01/06/2020,45,14, , , , 
02/06/2020,41,16, , , , 
03/06/2020,48,19, , , , 
04/06/2020,51,15, , , , 
05/06/2020,48,17, , , , 
06/06/2020,47,10, , , , 
07/06/2020,32,20, , , , 
08/06/2020,48,22, , , , 
09/06/2020,55,19, , , , 
10/06/2020,56,16, , , , 
11/06/2020,40,18, , , , 
12/06/2020,51,21, , , , 
13/06/2020,56,23, , , , 
14/06/2020,61,17, , , , 
15/06/2020,46,17, , , , 
16/06/2020,51,17, , , , 
17/06/2020,59,18, , , , 
18/06/2020,60,31, , , , 
19/06/2020,43,30, , , , 
20/06/2020,52,23, , , , 
21/06/2020,55,32, , , , 
22/06/2020,49,6, , , , 
23/06/2020,25,14, , , , 
24/06/2020,45,31, , , , 
25/06/2020,81,35, , , , 
26/06/2020,86,28, , , , 
27/06/2020,107,32, , , , 
28/06/2020,97,34, , , , 
29/06/2020,75,37, , , , 
30/06/2020,85,24, , , , 
01/01/2020,108,59, , , , 
02/01/2020,115,75, , , , 
03/01/2020,137,120, , , , 
04/01/2020,174,33, , , , 
05/01/2020,82,11, , , , 
06/01/2020,30,30, , , , 
07/01/2020,57,62, , , , 
08/01/2020,123,87, , , , 
09/01/2020,153,109, , , , 
10/01/2020,169,88, , , , 
11/01/2020,148,51, , , , 
12/01/2020,87,58, , , , 
13/01/2020,86,31, , , , 
14/01/2020,56,37, , , , 
15/01/2020,58,47, , , , 
16/01/2020,79,95, , , , 
17/01/2020,155,54, , , , 
18/01/2020,90,46, , , , 
19/01/2020,84,25, , , , 
20/01/2020,58,50, , , , 
21/01/2020,91,91, , , , 
22/01/2020,151,87, , , , 
23/01/2020,140,77, , , , 
24/01/2020,132,93, , , , 
25/01/2020,153,115, , , , 
26/01/2020,161,104, , , , 
27/01/2020,160,84, , , , 
28/01/2020,129,67, , , , 
29/01/2020,110,26, , , , 
30/01/2020,48,64, , , , 
04/02/2020,87,6, , , , 
05/02/2020,13,13, , , , 
06/02/2020,44,22, , , , 
07/02/2020,70,30, , , , 
08/02/2020,84,62, , , , 
09/02/2020,133,77, , , , 
10/02/2020,154,74, , , , 
11/02/2020,138,27, , , , 
12/02/2020,67,42, , , , 
13/02/2020,95,59, , , , 
14/02/2020,117,18, , , , 
15/02/2020,51,50, , , , 
16/02/2020,108,58, , , , 
17/02/2020,126,51, , , , 
18/02/2020,119,29, , , , 
19/02/2020,73,19, , , , 
20/02/2020,47,18, , , , 
21/02/2020,53,25, , , , 
22/02/2020,58,54, , , , 
23/02/2020,120,51, , , , 
24/02/2020,114,41, , , , 
25/02/2020,97,40, , , , 
26/02/2020,91,19, , , , 
27/02/2020,48,26, , , , 
28/02/2020,51,22, , , , 
29/02/2020,62,44, , , , 
01/03/2020,99,35, , , , 
02/03/2020,81,38, , , , 
03/03/2020,79,15, , , , 
04/03/2020,35,21, , , , 
05/03/2020,55,46, , , , 
06/03/2020,98,35, , , , 
07/03/2020,71,8, , , , 
08/03/2020,27,18, , , , 
09/03/2020,56,15, , , , 
10/03/2020,41,44, , , , 
11/03/2020,104,50, , , , 
12/03/2020,108,36, , , , 
13/03/2020,82,16, , , , 
14/03/2020,46,15, , , , 
15/03/2020,43,19, , , , 
16/03/2020,59,35, , , , 
17/03/2020,85,42, , , , 
18/03/2020,100,35, , , , 
19/03/2020,88,44, , , , 
20/03/2020,101,35, , , , 
21/03/2020,85,34, , , , 
22/03/2020,82,13, , , , 
23/03/2020,29,30, , , , 
24/03/2020,72,37, , , , 
25/03/2020,81,36, , , , 
26/03/2020,81,45, , , , 
27/03/2020,83,12, , , , 
28/03/2020,64,45, , , , 
29/03/2020,90,55, , , , 
30/03/2020,103,31, , , , 
31/03/2020,70,13, , , , 
01/10/2019,72,44, , , , 
02/10/2019,85,48, , , , 
03/10/2019,70,36, , , , 
04/10/2019,37,14, , , , 
05/10/2019,58,23, , , , 
06/10/2019,60,24, , , , 
07/10/2019,53,24, , , , 
08/10/2019,60,36, , , , 
09/10/2019,79,40, , , , 
10/10/2019,80,26, , , , 
11/10/2019,62,34, , , , 
12/10/2019,67,42, , , , 
13/10/2019,79,43, , , , 
14/10/2019,87,44, , , , 
15/10/2019,88,48, , , , 
16/10/2019,99,51, , , , 
17/10/2019,103,51, , , , 
18/10/2019,105,52, , , , 
19/10/2019,101,49, , , , 
20/10/2019,94,49, , , , 
21/10/2019,102,52, , , , 
22/10/2019,105,44, , , , 
23/10/2019,91,49, , , , 
24/10/2019,93,55, , , , 
25/10/2019,117,62, , , , 
26/10/2019,137,62, , , , 
27/10/2019,133,65, , , , 
28/10/2019,145,73, , , , 
29/10/2019,148,86, , , , 
30/10/2019,157,32, , , , 
31/10/2019,71,30, , , , 
01/11/2019,64,28, , , , 
02/11/2019,60,35, , , , 
03/11/2019,55,28, , , , 
04/11/2019,58,32, , , , 
05/11/2019,63,35, , , , 
06/11/2019,66,33, , , , 
07/11/2019,56,26, , , , 
08/11/2019,53,35, , , , 
09/11/2019,62,29, , , , 
10/11/2019,51,38, , , , 
11/11/2019,67,49, , , , 
12/11/2019,81,29, , , , 
13/11/2019,59,46, , , , 
14/11/2019,71,48, , , , 
15/11/2019,78,50, , , , 
16/11/2019,88,60, , , , 
17/11/2019,102,48, , , , 
18/11/2019,87,44, , , , 
19/11/2019,78,42, , , , 
20/11/2019,71,48, , , , 
21/11/2019,79,41, , , , 
22/11/2019,72,38, , , , 
23/11/2019,67,50, , , , 
24/11/2019,82,37, , , , 
25/11/2019,65,24, , , , 
26/11/2019,57,51, , , , 
27/11/2019,84,54, , , , 
28/11/2019,93,42, , , , 
29/11/2019,75,26, , , , 
30/11/2019,40,34, , , , 
01/12/2019,46,60, , , , 
02/12/2019,111,26, , , , 
03/12/2019,90,41, , , , 
04/12/2019,103,62, , , , 
05/12/2019,119,80, , , , 
06/12/2019,144,86, , , , 
07/12/2019,153,66, , , , 
08/12/2019,117,52, , , , 
09/12/2019,86,40, , , , 
10/12/2019,73,20, , , , 
11/12/2019,50,58, , , , 
12/12/2019,94,64, , , , 
13/12/2019,107,51, , , , 
14/12/2019,98,74, , , , 
15/12/2019,136,78, , , , 
16/12/2019,125,58, , , , 
17/12/2019,125,39, , , , 
18/12/2019,68,46, , , , 
19/12/2019,70,50, , , , 
20/12/2019,90,60, , , , 
21/12/2019,95,46, , , , 
22/12/2019,81,31, , , , 
23/12/2019,67,5, , , , 
24/12/2019,29,14, , , , 
25/12/2019,34,14, , , , 
26/12/2019,35,22, , , , 
27/12/2019,41,11, , , , 
28/12/2019,28,8, , , , 
29/12/2019,22, , , , , 
23/07/2019,114,20, , , , 
11/09/2019,81,42, , , , 
12/09/2019,102,35, , , , 
13/09/2019,93,33, , , , 
14/09/2019,82,26, , , , 
15/09/2019,69,24, , , , 
16/09/2019,77,29, , , , 
17/09/2019,91,37, , , , 
18/09/2019,121,46, , , , 
19/09/2019,92,28, , , , 
20/09/2019,62,17, , , , 
21/09/2019,61,22, , , , 
22/09/2019,69,30, , , , 
23/09/2019,80,42, , , , 
24/09/2019,65,40, , , , 
25/09/2019,62,29, , , , 
26/09/2019,61,25, , , , 
27/09/2019,50,21, , , , 
28/09/2019,62,28, , , , 
29/09/2019,61,27, , , , 
30/09/2019,70,37, , , , 
01/04/2019,136,53, , , , 
02/04/2019,130,46, , , , 
03/04/2019,107,36, , , , 
04/04/2019,86,41, , , , 
05/04/2019,96,40, , , , 
06/04/2019,115,36, , , , 
07/04/2019,104,38, , , , 
08/04/2019,94,8, , , , 
09/04/2019,35,16, , , , 
10/04/2019,56,10, , , , 
11/04/2019,51,10, , , , 
12/04/2019,61,17, , , , 
13/04/2019,64,21, , , , 
14/04/2019,66,14, , , , 
15/04/2019,47,16, , , , 
16/04/2019,74, , , , , 
17/04/2019,87, , , , , 
18/04/2019,82, , , , , 
19/04/2019,65, , , , , 
20/04/2019,104, , , , , 
21/04/2019,88,25, , , , 
22/04/2019,87,36, , , , 
23/04/2019,111,43, , , , 
24/04/2019,127,61, , , , 
25/04/2019,129,62, , , , 
26/04/2019,128,49, , , , 
27/04/2019,90,18, , , , 
28/04/2019,50,16, , , , 
29/04/2019,56,16, , , , 
30/04/2019,69,12, , , , 
01/05/2019,62,18, , , , 
02/05/2019,55,29, , , , 
03/05/2019,77, , , , , 
07/05/2019,67,27, , , , 
08/05/2019,75,39, , , , 
09/05/2019,90,22, , , , 
10/05/2019,69,19, , , , 
11/05/2019,64,27, , , , 
12/05/2019,80,27, , , , 
13/05/2019,67,25, , , , 
14/05/2019,67,12, , , , 
15/05/2019,38,23, , , , 
16/05/2019,67,26, , , , 
17/05/2019,73,30, , , , 
18/05/2019,78,36, , , , 
19/05/2019,105,30, , , , 
20/05/2019,91,14, , , , 
21/05/2019,57,23, , , , 
22/05/2019,68,23, , , , 
23/05/2019,72,16, , , , 
24/05/2019,71,15, , , , 
25/05/2019,57,26, , , , 
26/05/2019,68,31, , , , 
27/05/2019,74,29, , , , 
28/05/2019,82,22, , , , 
29/05/2019,67,21, , , , 
30/05/2019,67,27, , , , 
31/05/2019,70,26, , , , 
01/06/2019,77,21, , , , 
02/06/2019,58,15, , , , 
03/06/2019,44,21, , , , 
04/06/2019,52,23, , , , 
05/06/2019,58,20, , , , 
06/06/2019,54,33, , , , 
07/06/2019,109,40, , , , 
08/06/2019,94,40, , , , 
09/06/2019,83,32, , , , 
10/06/2019,83,27, , , , 
11/06/2019,74,27, , , , 
12/06/2019,74,41, , , , 
13/06/2019,100,45, , , , 
14/06/2019,95,35, , , , 
15/06/2019,88,31, , , , 
16/06/2019,86,28, , , , 
17/06/2019,73,24, , , , 
18/06/2019,64,20, , , , 
19/06/2019,54,37, , , , 
20/06/2019,109,27, , , , 
21/06/2019,96,32, , , , 
22/06/2019,97,37, , , , 
23/06/2019,109,35, , , , 
24/06/2019,73,25, , , , 
25/06/2019,69,29, , , , 
26/06/2019,82,30, , , , 
27/06/2019,98,24, , , , 
28/06/2019,83,7, , , , 
29/06/2019,69,5, , , , 
30/06/2019,60, , , , , 
01/01/2019,44,46, , , , 
02/01/2019,63,15, , , , 
03/01/2019,29,17, , , , 
04/01/2019,32,37, , , , 
05/01/2019,72,100, , , , 
06/01/2019,137,24, , , , 
07/01/2019,47,55, , , , 
08/01/2019,79,72, , , , 
09/01/2019,98,103, , , , 
10/01/2019,120,95, , , , 
11/01/2019,107,44, , , , 
12/01/2019,54,72, , , , 
13/01/2019,77,101, , , , 
14/01/2019,90,26, , , , 
15/01/2019,40,61, , , , 
16/01/2019,68,112, , , , 
17/01/2019,101,158, , , , 
18/01/2019,108,161, , , , 
19/01/2019,112,145, , , , 
20/01/2019,117,77, , , , 
21/01/2019,95,72, , , , 
22/01/2019,155,40, , , , 
23/01/2019,112,27, , , , 
24/01/2019,77,24, , , , 
25/01/2019,74,39, , , , 
26/01/2019,118,88, , , , 
27/01/2019,192,103, , , , 
28/01/2019,217,118, , , , 
29/01/2019,219,75, , , , 
30/01/2019,168,80, , , , 
31/01/2019,171,70, , , , 
01/02/2019,152,76, , , , 
02/02/2019,150,54, , , , 
03/02/2019,126,45, , , , 
04/02/2019,94,30, , , , 
05/02/2019,78,16, , , , 
06/02/2019,53,28, , , , 
07/02/2019,79,55, , , , 
08/02/2019,129,57, , , , 
09/02/2019,126,74, , , , 
10/02/2019,153,66, , , , 
11/02/2019,146,9, , , , 
12/02/2019,36,17, , , , 
13/02/2019,54,32, , , , 
14/02/2019,80,23, , , , 
15/02/2019,66,30, , , , 
16/02/2019,74,62, , , , 
17/02/2019,138,81, , , , 
18/02/2019,158,73, , , , 
19/02/2019,152,68, , , , 
20/02/2019,150,57, , , , 
21/02/2019,130,57, , , , 
22/02/2019,133,14, , , , 
23/02/2019,59,18, , , , 
24/02/2019,61,33, , , , 
25/02/2019,90,42, , , , 
26/02/2019,116,26, , , , 
27/02/2019,81,39, , , , 
28/02/2019,94,74, , , , 
01/03/2019,151, , , , , 
02/03/2019,109, , , , , 
03/03/2019,94,58, , , , 
04/03/2019,107,49, , , , 
05/03/2019,121,44, , , , 
06/03/2019,108,52, , , , 
07/03/2019,121,54, , , , 
08/03/2019,122,46, , , , 
09/03/2019,111,32, , , , 
10/03/2019,82,34, , , , 
11/03/2019,88,21, , , , 
12/03/2019,76,27, , , , 
13/03/2019,86,39, , , , 
14/03/2019,97,36, , , , 
15/03/2019,91,49, , , , 
16/03/2019,113,49, , , , 
17/03/2019,114,36, , , , 
18/03/2019,90,32, , , , 
19/03/2019,75,33, , , , 
20/03/2019,88,34, , , , 
21/03/2019,86,35, , , , 
22/03/2019,89,33, , , , 
23/03/2019,87,30, , , , 
24/03/2019,84,45, , , , 
25/03/2019,109,42, , , , 
26/03/2019,129,28, , , , 
27/03/2019,88,30, , , , 
28/03/2019,88,38, , , , 
29/03/2019,112,36, , , , 
30/03/2019,104,37, , , , 
31/03/2019,91,58, , , , 
01/10/2018,107,39, , , , 
02/10/2018,91,39, , , , 
03/10/2018,85,23, , , , 
04/10/2018,66,39, , , , 
05/10/2018,86,48, , , , 
06/10/2018,90,40, , , , 
07/10/2018,78,23, , , , 
08/10/2018,56,37, , , , 
09/10/2018,77,31, , , , 
10/10/2018,72,40, , , , 
11/10/2018,82,41, , , , 
12/10/2018,87,41, , , , 
13/10/2018,87,38, , , , 
14/10/2018,80,44, , , , 
15/10/2018,96,47, , , , 
16/10/2018,98,47, , , , 
17/10/2018,90,58, , , , 
18/10/2018,107,64, , , , 
19/10/2018,113,50, , , , 
20/10/2018,92,41, , , , 
21/10/2018,80,36, , , , 
22/10/2018,78,45, , , , 
23/10/2018,85,45, , , , 
24/10/2018,88,17, , , , 
25/10/2018,48,47, , , , 
26/10/2018,97,51, , , , 
27/10/2018,101,36, , , , 
28/10/2018,76,42, , , , 
29/10/2018,75,45, , , , 
30/10/2018,83,54, , , , 
31/10/2018,91,62, , , , 
01/11/2018,98,64, , , , 
02/11/2018,94,62, , , , 
03/11/2018,99,53, , , , 
04/11/2018,91,49, , , , 
05/11/2018,93,61, , , , 
06/11/2018,115,67, , , , 
07/11/2018,120,69, , , , 
08/11/2018,125,80, , , , 
09/11/2018,137,68, , , , 
10/11/2018,118,71, , , , 
11/11/2018,130,78, , , , 
12/11/2018,140,81, , , , 
13/11/2018,140,85, , , , 
14/11/2018,141,28, , , , 
15/11/2018,62,41, , , , 
16/11/2018,78,33, , , , 
17/11/2018,62,68, , , , 
18/11/2018,95,59, , , , 
19/11/2018,106,41, , , , 
20/11/2018,74,21, , , , 
21/11/2018,55,39, , , , 
22/11/2018,66,50, , , , 
23/11/2018,83,53, , , , 
24/11/2018,82,56, , , , 
25/11/2018,90,39, , , , 
26/11/2018,68,27, , , , 
27/11/2018,57,7, , , , 
28/11/2018,18,14, , , , 
29/11/2018,30,49, , , , 
30/11/2018,75,93, , , , 
01/12/2018,147,91, , , , 
02/12/2018,138,103, , , , 
03/12/2018,153,144, , , , 
04/12/2018,168,23, , , , 
05/12/2018,54,35, , , , 
06/12/2018,60,82, , , , 
07/12/2018,123,115, , , , 
08/12/2018,152,95, , , , 
09/12/2018,125,37, , , , 
10/12/2018,60,21, , , , 
11/12/2018,37,73, , , , 
12/12/2018,105,95, , , , 
13/12/2018,128,76, , , , 
14/12/2018,103,64, , , , 
15/12/2018,84,20, , , , 
16/12/2018,45,50, , , , 
17/12/2018,68,29, , , , 
18/12/2018,52,35, , , , 
19/12/2018,57,70, , , , 
20/12/2018,86,90, , , , 
21/12/2018,103,110, , , , 
22/12/2018,104,103, , , , 
23/12/2018,108,103, , , , 
24/12/2018,100,9, , , , 
25/12/2018,26,33, , , , 
26/12/2018,46,63, , , , 
27/12/2018,76,100, , , , 
28/12/2018,135,76, , , , 
29/12/2018,106,74, , , , 
30/12/2018,104, , , , , 
11/07/2018,76, , , , , 
12/07/2018,79, , , , , 
13/07/2018,89, , , , , 
14/07/2018,82, , , , , 
15/07/2018,63,37, , , , 
16/07/2018,109,29, , , , 
17/07/2018,70,24, , , , 
18/07/2018,69,38, , , , 
19/07/2018,99,56, , , , 
20/07/2018,135,37, , , , 
21/07/2018,96,34, , , , 
22/07/2018,89,36, , , , 
23/07/2018,79, , , , , 
24/07/2018,78, , , , , 
25/07/2018,68, , , , , 
26/07/2018,61, , , , , 
27/07/2018,63, , , , , 
28/07/2018,58, , , , , 
29/07/2018,60,23, , , , 
30/07/2018,70,26, , , , 
31/07/2018,68,32, , , , 
01/08/2018,70,24, , , , 
02/08/2018,57,22, , , , 
03/08/2018,58,25, , , , 
04/08/2018,62,26, , , , 
05/08/2018,65,23, , , , 
06/08/2018,71,39, , , , 
07/08/2018,88,34, , , , 
08/08/2018,84,37, , , , 
09/08/2018,86,27, , , , 
10/08/2018,70,25, , , , 
11/08/2018,63,28, , , , 
12/08/2018,66,28, , , , 
13/08/2018,71,37, , , , 
14/08/2018,85,27, , , , 
15/08/2018,70,29, , , , 
16/08/2018,78,31, , , , 
17/08/2018,73,29, , , , 
18/08/2018,70,26, , , , 
19/08/2018,67,29, , , , 
20/08/2018,67,29, , , , 
21/08/2018,68,25, , , , 
22/08/2018,68,34, , , , 
23/08/2018,73,35, , , , 
24/08/2018,75,39, , , , 
25/08/2018,90,30, , , , 
26/08/2018,76,20, , , , 
27/08/2018,55,15, , , , 
28/08/2018,44,28, , , , 
29/08/2018,66,33, , , , 
30/08/2018,74,37, , , , 
31/08/2018,76,35, , , , 
01/09/2018,75,38, , , , 
02/09/2018,81,37, , , , 
03/09/2018,79,21, , , , 
04/09/2018,56,19, , , , 
05/09/2018,49,26, , , , 
06/09/2018,62,32, , , , 
07/09/2018,74,19, , , , 
08/09/2018,53, , , , , 
10/09/2018,53,27, , , , 
11/09/2018,66,29, , , , 
12/09/2018,72,33, , , , 
13/09/2018,73,32, , , , 
14/09/2018,72,37, , , , 
15/09/2018,78,23, , , , 
16/09/2018,62,29, , , , 
17/09/2018,73,39, , , , 
18/09/2018,82,40, , , , 
19/09/2018,85,38, , , , 
20/09/2018,82,36, , , , 
21/09/2018,84,38, , , , 
22/09/2018,85,51, , , , 
23/09/2018,98,66, , , , 
24/09/2018,137,14, , , , 
25/09/2018,82,17, , , , 
26/09/2018,63,24, , , , 
27/09/2018,68,36, , , , 
28/09/2018,89,38, , , , 
29/09/2018,96,37, , , , 
30/09/2018,94,45, , , , 
01/04/2018,32,19,51, , , 
02/04/2018,33,31,27, , , 
03/04/2018,52,35,27, , , 
04/04/2018,61,44,16, , , 
05/04/2018,63,22,20, , , 
06/04/2018,34,14,38, , , 
07/04/2018,28,26,39, , , 
08/04/2018,46,26,40, , , 
09/04/2018,46,26,24, , , 
10/04/2018,108,41,21, , , 
11/04/2018,91,45,24, , , 
12/04/2018,91,50,22, , , 
13/04/2018,100,60,30, , , 
14/04/2018,113,53,28, , , 
15/04/2018,98,44,10, , , 
16/04/2018,95,39,26, , , 
17/04/2018,80,39,31, , , 
18/04/2018,75,31,41, , , 
19/04/2018,75,29,67, , , 
20/04/2018,90,29,46, , , 
21/04/2018,79,31,57, , , 
22/04/2018,76,35,42, , , 
23/04/2018,84,37,26, , , 
24/04/2018,87,41,27, , , 
25/04/2018,95,42,25, , , 
26/04/2018,91,42,35, , , 
27/04/2018,90,45,35, , , 
28/04/2018,97,40,39, , , 
29/04/2018,99,36,20, , , 
30/04/2018,80,36,36, , , 
01/05/2018,71,41,27, , , 
02/05/2018,81,44,17, , , 
03/05/2018,93,46,26, , , 
04/05/2018,98,41,37, , , 
05/05/2018,81,23,24, , , 
06/05/2018,57,25,26, , , 
07/05/2018,62,33,44, , , 
08/05/2018,73,32,43, , , 
09/05/2018,72,30,36, , , 
10/05/2018,73,27,24, , , 
11/05/2018,64,24,43, , , 
12/05/2018,59,22,52, , , 
13/05/2018,61,23,24, , , 
14/05/2018,63,26,23, , , 
15/05/2018,64,15,39, , , 
16/05/2018,49,17,38, , , 
17/05/2018,56,24,31, , , 
18/05/2018,66,18,40, , , 
19/05/2018,52,23,62, , , 
20/05/2018,63,26,17, , , 
21/05/2018,64,34,12, , , 
22/05/2018,69,38,19, , , 
23/05/2018,67,21,30, , , 
24/05/2018,52,24,52, , , 
25/05/2018,54,27,61, , , 
26/05/2018,60,23,57, , , 
27/05/2018,58,29,37, , , 
